"Sportowo-rekreacyjne - B MAŁE","Diesel mHEV (ON-mHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - B MAŁE","Hybryda (HEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - B MAŁE","Plug-in Hybrid (PHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - B MAŁE","Elektryczny (BEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - B MAŁE","Wodór (FCEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - B MAŁE","LPG","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - C NIŻSZA ŚREDNIA","Benzyna (PB)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - C NIŻSZA ŚREDNIA","Diesel (ON)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - C NIŻSZA ŚREDNIA","Benzyna mHEV (PB-mHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - C NIŻSZA ŚREDNIA","Diesel mHEV (ON-mHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - C NIŻSZA ŚREDNIA","Hybryda (HEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - C NIŻSZA ŚREDNIA","Plug-in Hybrid (PHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - C NIŻSZA ŚREDNIA","Elektryczny (BEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - C NIŻSZA ŚREDNIA","Wodór (FCEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - C NIŻSZA ŚREDNIA","LPG","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - D ŚREDNIA","Benzyna (PB)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - D ŚREDNIA","Diesel (ON)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - D ŚREDNIA","Benzyna mHEV (PB-mHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - D ŚREDNIA","Diesel mHEV (ON-mHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - D ŚREDNIA","Hybryda (HEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - D ŚREDNIA","Plug-in Hybrid (PHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - D ŚREDNIA","Elektryczny (BEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - D ŚREDNIA","Wodór (FCEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - D ŚREDNIA","LPG","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - E WYŻSZA","Benzyna (PB)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - E WYŻSZA","Diesel (ON)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - E WYŻSZA","Benzyna mHEV (PB-mHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - E WYŻSZA","Diesel mHEV (ON-mHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - E WYŻSZA","Hybryda (HEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - E WYŻSZA","Plug-in Hybrid (PHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - E WYŻSZA","Elektryczny (BEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - E WYŻSZA","Wodór (FCEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - E WYŻSZA","LPG","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - F LUKSUSOWE","Benzyna (PB)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - F LUKSUSOWE","Diesel (ON)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
"Sportowo-rekreacyjne - F LUKSUSOWE","Benzyna mHEV (PB-mHEV)","0,050","0,120","0,120","0,120","0,000","0,070","0,070","0,070"
